OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,23319.0
1.0,243.0,513.0,242.0,513.0,30077.0,30833.0,30833.0,30832.0,30832.0,19253.0
2.0,2194.0,1027.0,3397.0,1299.0,6528.0,9749.0,10021.0,10952.0,11224.0,7215.0
3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19122.0
4.0,225.0,1479.0,225.0,1482.0,28940.0,30644.0,30647.0,30644.0,30647.0,19533.0
5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2536.0
6.0,2378.0,1497.0,2412.0,1644.0,13249.0,17124.0,17271.0,17158.0,17305.0,12094.0
7.0,182.0,23.0,356.0,15.0,1190.0,1395.0,1387.0,1569.0,1561.0,1108.0
8.0,580.0,83.0,580.0,83.0,1313.0,1976.0,1976.0,1976.0,1976.0,1930.0
9.0,1844.0,1915.0,1844.0,1915.0,23115.0,26874.0,26874.0,26874.0,26874.0,25987.0
10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24053.0
11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14572.0
12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20877.0
13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,30453.0
14.0,2458.0,344.0,2647.0,344.0,10658.0,13460.0,13460.0,13649.0,13649.0,11894.0
15.0,262.0,449.0,262.0,714.0,8195.0,8906.0,9171.0,8906.0,9171.0,9481.0
16.0,145.0,1600.0,145.0,1998.0,17462.0,19207.0,19605.0,19207.0,19605.0,11648.0
17.0,188.0,320.0,188.0,320.0,8437.0,8945.0,8945.0,8945.0,8945.0,7736.0
18.0,1160.0,559.0,1182.0,559.0,38599.0,40318.0,40318.0,40340.0,40340.0,26198.0
19.0,652.0,695.0,652.0,792.0,18670.0,20017.0,20114.0,20017.0,20114.0,22469.0
20.0,409.0,337.0,414.0,337.0,23293.0,24039.0,24039.0,24044.0,24044.0,29471.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29361.0
22.0,837.0,323.0,835.0,324.0,15028.0,16188.0,16189.0,16186.0,16187.0,17306.0
23.0,1154.0,197.0,1154.0,203.0,28584.0,29935.0,29941.0,29935.0,29941.0,30479.0
24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,21813.0
25.0,219.0,223.0,219.0,223.0,5314.0,5756.0,5756.0,5756.0,5756.0,2996.0
26.0,22.0,149.0,391.0,149.0,2583.0,2754.0,2754.0,3123.0,3123.0,3044.0
27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,34374.0
28.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,21935.0
29.0,398.0,137.0,398.0,500.0,10237.0,10772.0,11135.0,10772.0,11135.0,10803.0
30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15751.0
31.0,635.0,143.0,635.0,445.0,14011.0,14789.0,15091.0,14789.0,15091.0,15624.0
32.0,165.0,138.0,165.0,138.0,867.0,1170.0,1170.0,1170.0,1170.0,1173.0
33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5602.0
34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7455.0
35.0,136.0,638.0,136.0,638.0,1472.0,2246.0,2246.0,2246.0,2246.0,1954.0
36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,28614.0
37.0,1531.0,796.0,1532.0,950.0,17021.0,19348.0,19502.0,19349.0,19503.0,9054.0
38.0,871.0,457.0,1566.0,457.0,14712.0,16040.0,16040.0,16735.0,16735.0,11687.0
39.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22580.0
40.0,679.0,702.0,1318.0,702.0,3060.0,4441.0,4441.0,5080.0,5080.0,2071.0
41.0,948.0,1329.0,948.0,1434.0,5686.0,7963.0,8068.0,7963.0,8068.0,9113.0
42.0,396.0,339.0,396.0,2644.0,915.0,1650.0,3955.0,1650.0,3955.0,1644.0
43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33549.0
44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6672.0
45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15972.0
46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20427.0
47.0,490.0,536.0,490.0,536.0,3980.0,5006.0,5006.0,5006.0,5006.0,6096.0
48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33572.0
49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25805.0
50.0,330.0,1159.0,330.0,1200.0,20220.0,21709.0,21750.0,21709.0,21750.0,19603.0
51.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3917.0
52.0,1357.0,1230.0,1356.0,1230.0,20020.0,22607.0,22607.0,22606.0,22606.0,10946.0
53.0,378.0,281.0,647.0,281.0,3145.0,3804.0,3804.0,4073.0,4073.0,3124.0
54.0,578.0,738.0,578.0,744.0,6525.0,7841.0,7847.0,7841.0,7847.0,6325.0
55.0,616.0,518.0,661.0,518.0,3384.0,4518.0,4518.0,4563.0,4563.0,4561.0
56.0,409.0,1689.0,416.0,1560.0,4554.0,6652.0,6523.0,6659.0,6530.0,6489.0
57.0,988.0,696.0,1848.0,696.0,32626.0,34310.0,34310.0,35170.0,35170.0,14621.0
58.0,1160.0,233.0,1182.0,509.0,12684.0,14077.0,14353.0,14099.0,14375.0,13349.0
59.0,611.0,1087.0,611.0,1006.0,7059.0,8757.0,8676.0,8757.0,8676.0,9027.0
60.0,1108.0,622.0,1108.0,943.0,21634.0,23364.0,23685.0,23364.0,23685.0,16943.0
61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17232.0
62.0,748.0,122.0,748.0,122.0,3584.0,4454.0,4454.0,4454.0,4454.0,4718.0
63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3753.0
64.0,347.0,1865.0,346.0,1938.0,12432.0,14644.0,14717.0,14643.0,14716.0,8056.0
65.0,1791.0,122.0,1940.0,122.0,19059.0,20972.0,20972.0,21121.0,21121.0,8872.0
66.0,576.0,36.0,576.0,188.0,43114.0,43726.0,43878.0,43726.0,43878.0,20794.0
67.0,1150.0,286.0,1150.0,557.0,4173.0,5609.0,5880.0,5609.0,5880.0,5396.0
68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24429.0
69.0,377.0,335.0,684.0,998.0,2731.0,3443.0,4106.0,3750.0,4413.0,2732.0
70.0,350.0,36.0,350.0,188.0,20887.0,21273.0,21425.0,21273.0,21425.0,29905.0
71.0,1384.0,820.0,1384.0,822.0,23605.0,25809.0,25811.0,25809.0,25811.0,18161.0
72.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5042.0
73.0,291.0,622.0,291.0,943.0,27269.0,28182.0,28503.0,28182.0,28503.0,24955.0
74.0,728.0,131.0,728.0,516.0,34102.0,34961.0,35346.0,34961.0,35346.0,44856.0
75.0,1058.0,1871.0,1058.0,2086.0,6450.0,9379.0,9594.0,9379.0,9594.0,8544.0
76.0,361.0,810.0,1093.0,810.0,18356.0,19527.0,19527.0,20259.0,20259.0,17260.0
77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,21617.0
78.0,1165.0,622.0,1165.0,943.0,8794.0,10581.0,10902.0,10581.0,10902.0,4835.0
79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19376.0
80.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14886.0
81.0,394.0,184.0,1349.0,3793.0,21599.0,22177.0,25786.0,23132.0,26741.0,21000.0
82.0,207.0,1187.0,207.0,1213.0,21566.0,22960.0,22986.0,22960.0,22986.0,14613.0
83.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11755.0
84.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,35958.0
85.0,960.0,195.0,1008.0,508.0,20507.0,21662.0,21975.0,21710.0,22023.0,21309.0
86.0,612.0,36.0,612.0,188.0,21784.0,22432.0,22584.0,22432.0,22584.0,17839.0
87.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3962.0
88.0,1328.0,2516.0,1328.0,2516.0,26844.0,30688.0,30688.0,30688.0,30688.0,26893.0
89.0,1025.0,410.0,1025.0,410.0,16959.0,18394.0,18394.0,18394.0,18394.0,13848.0
90.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18631.0
91.0,2570.0,1210.0,3117.0,1210.0,19132.0,22912.0,22912.0,23459.0,23459.0,20302.0
92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11632.0
93.0,435.0,1001.0,435.0,1518.0,3463.0,4899.0,5416.0,4899.0,5416.0,5742.0
94.0,1025.0,378.0,1025.0,378.0,10069.0,11472.0,11472.0,11472.0,11472.0,9807.0
95.0,334.0,267.0,334.0,239.0,28031.0,28632.0,28604.0,28632.0,28604.0,32897.0
96.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19261.0
97.0,97.0,1673.0,73.0,1706.0,33388.0,35158.0,35191.0,35134.0,35167.0,23247.0
98.0,313.0,376.0,311.0,376.0,30664.0,31353.0,31353.0,31351.0,31351.0,21079.0
99.0,182.0,1119.0,182.0,1119.0,31417.0,32718.0,32718.0,32718.0,32718.0,19742.0
100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10504.0
101.0,828.0,349.0,828.0,349.0,5332.0,6509.0,6509.0,6509.0,6509.0,5580.0
102.0,289.0,632.0,289.0,815.0,905.0,1826.0,2009.0,1826.0,2009.0,1980.0
103.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11548.0
104.0,209.0,1272.0,209.0,1370.0,24184.0,25665.0,25763.0,25665.0,25763.0,25150.0
105.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9173.0
106.0,193.0,622.0,193.0,943.0,6931.0,7746.0,8067.0,7746.0,8067.0,10320.0
107.0,50.0,127.0,40.0,127.0,2717.0,2894.0,2894.0,2884.0,2884.0,3048.0
108.0,619.0,229.0,619.0,540.0,9331.0,10179.0,10490.0,10179.0,10490.0,10130.0
109.0,169.0,499.0,363.0,499.0,10416.0,11084.0,11084.0,11278.0,11278.0,10327.0
110.0,2638.0,1078.0,2772.0,1237.0,97710.0,101426.0,101585.0,101560.0,101719.0,28928.0
111.0,1377.0,529.0,1597.0,530.0,30683.0,32589.0,32590.0,32809.0,32810.0,33810.0
