OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7852.0
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17403.0
2.0,815.0,97.0,815.0,96.0,10424.0,11336.0,11335.0,11336.0,11335.0,3233.0
3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,45867.0
4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,12508.0
5.0,1410.0,1269.0,1521.0,1269.0,46096.0,48775.0,48775.0,48886.0,48886.0,23013.0
6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5159.0
7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27411.0
8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16451.0
9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18379.0
10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9978.0
11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9985.0
12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14119.0
13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25104.0
14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,26995.0
15.0,1285.0,395.0,1285.0,407.0,8183.0,9863.0,9875.0,9863.0,9875.0,7810.0
16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20953.0
17.0,68.0,1124.0,68.0,1135.0,15948.0,17140.0,17151.0,17140.0,17151.0,13431.0
18.0,1010.0,790.0,1010.0,789.0,9958.0,11758.0,11757.0,11758.0,11757.0,7860.0
19.0,1589.0,369.0,1587.0,369.0,13586.0,15544.0,15544.0,15542.0,15542.0,10405.0
20.0,160.0,179.0,160.0,179.0,20316.0,20655.0,20655.0,20655.0,20655.0,10930.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16853.0
22.0,1026.0,954.0,1026.0,995.0,9347.0,11327.0,11368.0,11327.0,11368.0,9056.0
23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20141.0
24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6856.0
25.0,2194.0,604.0,2194.0,611.0,6861.0,9659.0,9666.0,9659.0,9666.0,8431.0
26.0,532.0,237.0,531.0,937.0,20109.0,20878.0,21578.0,20877.0,21577.0,12284.0
27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11588.0
28.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,13405.0
29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18605.0
30.0,1902.0,259.0,1910.0,259.0,20037.0,22198.0,22198.0,22206.0,22206.0,7305.0
31.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11622.0
32.0,719.0,1166.0,755.0,1166.0,4466.0,6351.0,6351.0,6387.0,6387.0,5322.0
33.0,513.0,285.0,513.0,376.0,4466.0,5264.0,5355.0,5264.0,5355.0,4324.0
34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6029.0
35.0,1069.0,275.0,1311.0,259.0,13061.0,14405.0,14389.0,14647.0,14631.0,12105.0
