OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,1507.0,832.0,1507.0,832.0,8068.0,10407.0,10407.0,10407.0,10407.0,10565.0
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2439.0
2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25503.0
3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24600.0
4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,31136.0
5.0,963.0,392.0,963.0,392.0,20161.0,21516.0,21516.0,21516.0,21516.0,18846.0
6.0,498.0,348.0,761.0,348.0,6596.0,7442.0,7442.0,7705.0,7705.0,5523.0
7.0,209.0,123.0,209.0,123.0,11619.0,11951.0,11951.0,11951.0,11951.0,3953.0
8.0,310.0,639.0,310.0,1506.0,1319.0,2268.0,3135.0,2268.0,3135.0,3072.0
9.0,77.0,1396.0,77.0,1447.0,2527.0,4000.0,4051.0,4000.0,4051.0,4090.0
10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,35776.0
11.0,246.0,350.0,246.0,350.0,36946.0,37542.0,37542.0,37542.0,37542.0,25047.0
12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,21413.0
13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2293.0
14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,30491.0
15.0,682.0,3104.0,682.0,3176.0,4499.0,8285.0,8357.0,8285.0,8357.0,8004.0
16.0,398.0,95.0,399.0,9.0,12868.0,13361.0,13275.0,13362.0,13276.0,8649.0
17.0,1540.0,244.0,1540.0,200.0,2298.0,4082.0,4038.0,4082.0,4038.0,3972.0
18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,23059.0
19.0,1071.0,277.0,1071.0,237.0,28373.0,29721.0,29681.0,29721.0,29681.0,15789.0
20.0,1075.0,364.0,1075.0,364.0,18420.0,19859.0,19859.0,19859.0,19859.0,10747.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3338.0
22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6332.0
23.0,1089.0,403.0,1089.0,402.0,20094.0,21586.0,21585.0,21586.0,21585.0,15784.0
24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15769.0
25.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22513.0
26.0,1668.0,894.0,1668.0,915.0,32961.0,35523.0,35544.0,35523.0,35544.0,29583.0
27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,30818.0
28.0,538.0,988.0,538.0,1894.0,14432.0,15958.0,16864.0,15958.0,16864.0,10878.0
29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6729.0
30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17134.0
31.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19564.0
32.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27068.0
33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4144.0
34.0,192.0,534.0,192.0,784.0,26828.0,27554.0,27804.0,27554.0,27804.0,19023.0
35.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,12261.0
36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15605.0
37.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10507.0
38.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11368.0
39.0,1336.0,293.0,1704.0,299.0,29420.0,31049.0,31055.0,31417.0,31423.0,14867.0
40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,21476.0
41.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,28763.0
42.0,1001.0,720.0,1051.0,951.0,3228.0,4949.0,5180.0,4999.0,5230.0,5476.0
43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33710.0
44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,23944.0
45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5511.0
46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,12272.0
47.0,535.0,403.0,535.0,402.0,16372.0,17310.0,17309.0,17310.0,17309.0,19398.0
48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22687.0
49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10273.0
50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25147.0
51.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,450.0
52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16872.0
53.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15116.0
54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20213.0
55.0,1151.0,1911.0,1150.0,2307.0,5610.0,8672.0,9068.0,8671.0,9067.0,6219.0
56.0,1042.0,2419.0,1446.0,2419.0,10794.0,14255.0,14255.0,14659.0,14659.0,7129.0
57.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10851.0
58.0,60.0,110.0,27.0,110.0,9838.0,10008.0,10008.0,9975.0,9975.0,7913.0
59.0,644.0,763.0,694.0,838.0,29342.0,30749.0,30824.0,30799.0,30874.0,19960.0
60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25841.0
61.0,657.0,1755.0,657.0,1757.0,19399.0,21811.0,21813.0,21811.0,21813.0,14342.0
62.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,36234.0
63.0,1385.0,1448.0,1484.0,1450.0,8418.0,11251.0,11253.0,11350.0,11352.0,6295.0
64.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19769.0
65.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22013.0
66.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11656.0
67.0,1546.0,279.0,1698.0,280.0,6642.0,8467.0,8468.0,8619.0,8620.0,4472.0
68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4566.0
69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3767.0
70.0,1347.0,379.0,1347.0,379.0,1946.0,3672.0,3672.0,3672.0,3672.0,3652.0
71.0,774.0,354.0,774.0,609.0,16921.0,18049.0,18304.0,18049.0,18304.0,12093.0
72.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4395.0
73.0,773.0,31.0,790.0,23.0,16426.0,17230.0,17222.0,17247.0,17239.0,12677.0
74.0,1457.0,339.0,1474.0,469.0,12302.0,14098.0,14228.0,14115.0,14245.0,13370.0
75.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11812.0
76.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3108.0
77.0,298.0,427.0,298.0,427.0,2435.0,3160.0,3160.0,3160.0,3160.0,3738.0
78.0,1242.0,889.0,1755.0,889.0,15306.0,17437.0,17437.0,17950.0,17950.0,9194.0
79.0,1564.0,205.0,1564.0,229.0,23483.0,25252.0,25276.0,25252.0,25276.0,16130.0
80.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8560.0
81.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20201.0
82.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18578.0
83.0,1846.0,345.0,3695.0,470.0,9059.0,11250.0,11375.0,13099.0,13224.0,6105.0
84.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20807.0
85.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4420.0
86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18625.0
87.0,1626.0,798.0,1626.0,836.0,44254.0,46678.0,46716.0,46678.0,46716.0,20417.0
88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20091.0
89.0,1284.0,1363.0,1298.0,2398.0,7794.0,10441.0,11476.0,10455.0,11490.0,10593.0
90.0,1178.0,534.0,1379.0,534.0,6511.0,8223.0,8223.0,8424.0,8424.0,5238.0
91.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7571.0
92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27631.0
93.0,1538.0,1269.0,2489.0,1647.0,10050.0,12857.0,13235.0,13808.0,14186.0,10245.0
94.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24673.0
95.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19007.0
96.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7768.0
97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9802.0
98.0,389.0,220.0,425.0,220.0,10566.0,11175.0,11175.0,11211.0,11211.0,10959.0
99.0,1753.0,1191.0,1753.0,1560.0,17610.0,20554.0,20923.0,20554.0,20923.0,13315.0
100.0,151.0,322.0,151.0,322.0,12023.0,12496.0,12496.0,12496.0,12496.0,10853.0
101.0,1365.0,1089.0,1473.0,1102.0,43545.0,45999.0,46012.0,46107.0,46120.0,29892.0
102.0,931.0,213.0,931.0,213.0,41767.0,42911.0,42911.0,42911.0,42911.0,13404.0
103.0,842.0,451.0,842.0,634.0,5852.0,7145.0,7328.0,7145.0,7328.0,5395.0
104.0,2040.0,942.0,2049.0,942.0,16382.0,19364.0,19364.0,19373.0,19373.0,15331.0
105.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27069.0
106.0,536.0,229.0,539.0,1414.0,54538.0,55303.0,56488.0,55306.0,56491.0,27359.0
107.0,605.0,292.0,619.0,292.0,6046.0,6943.0,6943.0,6957.0,6957.0,5735.0
108.0,1415.0,121.0,1415.0,121.0,12162.0,13698.0,13698.0,13698.0,13698.0,11171.0
109.0,1561.0,164.0,1560.0,164.0,11090.0,12815.0,12815.0,12814.0,12814.0,9549.0
110.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8994.0
111.0,928.0,484.0,929.0,605.0,3834.0,5246.0,5367.0,5247.0,5368.0,5355.0
112.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,23225.0
113.0,1720.0,213.0,1747.0,213.0,10962.0,12895.0,12895.0,12922.0,12922.0,9853.0
114.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33024.0
115.0,312.0,452.0,315.0,452.0,1947.0,2711.0,2711.0,2714.0,2714.0,2672.0
116.0,558.0,1469.0,558.0,1719.0,796.0,2823.0,3073.0,2823.0,3073.0,2735.0
117.0,467.0,1250.0,467.0,1250.0,13560.0,15277.0,15277.0,15277.0,15277.0,12889.0
118.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10173.0
119.0,193.0,3963.0,2431.0,3963.0,10756.0,14912.0,14912.0,17150.0,17150.0,17615.0
120.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,21327.0
121.0,1424.0,455.0,1420.0,550.0,27313.0,29192.0,29287.0,29188.0,29283.0,9540.0
122.0,1852.0,595.0,1852.0,583.0,21651.0,24098.0,24086.0,24098.0,24086.0,20853.0
123.0,805.0,1344.0,1599.0,1397.0,28742.0,30891.0,30944.0,31685.0,31738.0,5206.0
124.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,41995.0
125.0,810.0,161.0,1316.0,161.0,6222.0,7193.0,7193.0,7699.0,7699.0,6867.0
126.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16523.0
127.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15276.0
128.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16709.0
129.0,875.0,345.0,875.0,470.0,28491.0,29711.0,29836.0,29711.0,29836.0,23997.0
130.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,58168.0
131.0,1564.0,756.0,1619.0,756.0,36999.0,39319.0,39319.0,39374.0,39374.0,28734.0
132.0,886.0,1415.0,1080.0,1446.0,20226.0,22527.0,22558.0,22721.0,22752.0,19323.0
133.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27365.0
134.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16516.0
135.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33512.0
136.0,133.0,1236.0,133.0,1231.0,2286.0,3655.0,3650.0,3655.0,3650.0,3101.0
137.0,1230.0,559.0,1259.0,520.0,13375.0,15164.0,15125.0,15193.0,15154.0,13299.0
138.0,482.0,1713.0,482.0,1713.0,38530.0,40725.0,40725.0,40725.0,40725.0,13406.0
