OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,564.0,1297.0,663.0,1297.0,21294.0,23155.0,23155.0,23254.0,23254.0,22524.0
1.0,711.0,727.0,711.0,861.0,8964.0,10402.0,10536.0,10402.0,10536.0,11284.0
2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32755.0
3.0,752.0,1141.0,752.0,1141.0,15610.0,17503.0,17503.0,17503.0,17503.0,7888.0
4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,28805.0
5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20892.0
6.0,650.0,191.0,650.0,191.0,42797.0,43638.0,43638.0,43638.0,43638.0,22172.0
7.0,1701.0,167.0,2884.0,850.0,11054.0,12922.0,13605.0,14105.0,14788.0,11783.0
8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25641.0
9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11466.0
10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14646.0
11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25415.0
12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5622.0
13.0,403.0,319.0,403.0,319.0,14101.0,14823.0,14823.0,14823.0,14823.0,9801.0
14.0,1414.0,191.0,1420.0,191.0,15575.0,17180.0,17180.0,17186.0,17186.0,7400.0
15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11412.0
16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4474.0
17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17269.0
18.0,1258.0,305.0,1265.0,1323.0,5037.0,6600.0,7618.0,6607.0,7625.0,4704.0
19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29466.0
20.0,114.0,467.0,114.0,860.0,3792.0,4373.0,4766.0,4373.0,4766.0,6446.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15362.0
22.0,194.0,378.0,194.0,455.0,6645.0,7217.0,7294.0,7217.0,7294.0,5422.0
23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32242.0
