OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22988.0
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,28325.0
2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11816.0
3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7764.0
4.0,1551.0,413.0,1828.0,413.0,567.0,2531.0,2531.0,2808.0,2808.0,2743.0
5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,35295.0
6.0,174.0,438.0,174.0,437.0,5976.0,6588.0,6587.0,6588.0,6587.0,7722.0
7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,23538.0
8.0,1628.0,907.0,1629.0,1041.0,28255.0,30790.0,30924.0,30791.0,30925.0,18236.0
9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17589.0
10.0,1874.0,1203.0,2296.0,2003.0,6022.0,9099.0,9899.0,9521.0,10321.0,10016.0
11.0,436.0,549.0,436.0,549.0,24677.0,25662.0,25662.0,25662.0,25662.0,22632.0
12.0,1459.0,1060.0,1460.0,1177.0,22355.0,24874.0,24991.0,24875.0,24992.0,21697.0
13.0,2604.0,244.0,5957.0,244.0,33099.0,35947.0,35947.0,39300.0,39300.0,11572.0
14.0,1609.0,542.0,1609.0,1788.0,15057.0,17208.0,18454.0,17208.0,18454.0,16509.0
15.0,1213.0,810.0,1590.0,810.0,3050.0,5073.0,5073.0,5450.0,5450.0,4370.0
16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,445.0
17.0,1027.0,523.0,1834.0,2830.0,8525.0,10075.0,12382.0,10882.0,13189.0,12351.0
18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22295.0
19.0,1233.0,97.0,1233.0,97.0,9897.0,11227.0,11227.0,11227.0,11227.0,11260.0
20.0,1525.0,274.0,1566.0,339.0,5011.0,6810.0,6875.0,6851.0,6916.0,6748.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17033.0
22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1914.0
23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16045.0
24.0,264.0,1306.0,314.0,2933.0,18534.0,20104.0,21731.0,20154.0,21781.0,12251.0
25.0,1396.0,686.0,1396.0,915.0,8615.0,10697.0,10926.0,10697.0,10926.0,10620.0
26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10106.0
27.0,448.0,265.0,594.0,2346.0,16135.0,16848.0,18929.0,16994.0,19075.0,15749.0
