OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,1496.0,496.0,1496.0,1667.0,20936.0,22928.0,24099.0,22928.0,24099.0,22033.0
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,53016.0
2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9776.0
3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9557.0
4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17829.0
5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2176.0
6.0,444.0,433.0,445.0,748.0,10885.0,11762.0,12077.0,11763.0,12078.0,10634.0
7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29147.0
8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,42143.0
9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,36408.0
10.0,927.0,1532.0,2263.0,1532.0,17097.0,19556.0,19556.0,20892.0,20892.0,13639.0
11.0,1918.0,1047.0,2716.0,1980.0,7961.0,10926.0,11859.0,11724.0,12657.0,8418.0
12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,34364.0
13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,8192.0
14.0,221.0,274.0,221.0,274.0,16640.0,17135.0,17135.0,17135.0,17135.0,15229.0
15.0,174.0,67.0,174.0,584.0,2713.0,2954.0,3471.0,2954.0,3471.0,2973.0
16.0,3594.0,469.0,3470.0,469.0,44390.0,48453.0,48453.0,48329.0,48329.0,22506.0
17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,33394.0
18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,34240.0
19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25528.0
20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10798.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32342.0
22.0,404.0,1206.0,404.0,1385.0,5918.0,7528.0,7707.0,7528.0,7707.0,7467.0
23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,35628.0
24.0,704.0,324.0,714.0,330.0,9229.0,10257.0,10263.0,10267.0,10273.0,9920.0
25.0,1080.0,473.0,1080.0,473.0,11175.0,12728.0,12728.0,12728.0,12728.0,15522.0
26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24591.0
27.0,503.0,472.0,503.0,495.0,29426.0,30401.0,30424.0,30401.0,30424.0,23806.0
28.0,457.0,100.0,928.0,100.0,4268.0,4825.0,4825.0,5296.0,5296.0,3678.0
29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32654.0
30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14243.0
31.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19717.0
32.0,798.0,409.0,798.0,665.0,13179.0,14386.0,14642.0,14386.0,14642.0,13751.0
33.0,853.0,1760.0,853.0,1636.0,14528.0,17141.0,17017.0,17141.0,17017.0,20866.0
34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5389.0
35.0,367.0,257.0,367.0,322.0,3410.0,4034.0,4099.0,4034.0,4099.0,3979.0
36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,52169.0
37.0,1327.0,172.0,1327.0,172.0,42265.0,43764.0,43764.0,43764.0,43764.0,23274.0
38.0,1478.0,364.0,3125.0,491.0,35714.0,37556.0,37683.0,39203.0,39330.0,21401.0
39.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,20916.0
40.0,1749.0,530.0,1795.0,1165.0,37904.0,40183.0,40818.0,40229.0,40864.0,16979.0
41.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3917.0
42.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17392.0
43.0,822.0,479.0,859.0,686.0,10746.0,12047.0,12254.0,12084.0,12291.0,10284.0
44.0,215.0,756.0,215.0,751.0,15806.0,16777.0,16772.0,16777.0,16772.0,17632.0
45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,31842.0
46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10390.0
47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18536.0
48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10564.0
49.0,367.0,1472.0,367.0,1486.0,14896.0,16735.0,16749.0,16735.0,16749.0,11491.0
50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,31731.0
51.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22935.0
52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,31176.0
53.0,1498.0,479.0,1498.0,686.0,4125.0,6102.0,6309.0,6102.0,6309.0,5269.0
54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29713.0
55.0,955.0,172.0,916.0,419.0,20311.0,21438.0,21685.0,21399.0,21646.0,22555.0
56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10823.0
57.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19004.0
58.0,221.0,364.0,221.0,491.0,23639.0,24224.0,24351.0,24224.0,24351.0,20446.0
59.0,3548.0,577.0,3595.0,743.0,39987.0,44112.0,44278.0,44159.0,44325.0,47341.0
60.0,411.0,838.0,639.0,838.0,17167.0,18416.0,18416.0,18644.0,18644.0,15275.0
61.0,529.0,1757.0,529.0,1798.0,1434.0,3720.0,3761.0,3720.0,3761.0,2588.0
62.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16665.0
63.0,1387.0,631.0,1428.0,631.0,19849.0,21867.0,21867.0,21908.0,21908.0,8689.0
64.0,680.0,999.0,680.0,1144.0,25747.0,27426.0,27571.0,27426.0,27571.0,18596.0
65.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5190.0
66.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3777.0
67.0,3219.0,640.0,3827.0,1564.0,29261.0,33120.0,34044.0,33728.0,34652.0,25557.0
68.0,1434.0,727.0,1476.0,750.0,15207.0,17368.0,17391.0,17410.0,17433.0,18721.0
69.0,1478.0,334.0,3125.0,628.0,31976.0,33788.0,34082.0,35435.0,35729.0,26117.0
70.0,385.0,999.0,385.0,1144.0,21512.0,22896.0,23041.0,22896.0,23041.0,13817.0
71.0,341.0,171.0,341.0,296.0,28513.0,29025.0,29150.0,29025.0,29150.0,18538.0
72.0,618.0,320.0,618.0,320.0,12732.0,13670.0,13670.0,13670.0,13670.0,5489.0
73.0,412.0,1697.0,412.0,1697.0,16781.0,18890.0,18890.0,18890.0,18890.0,17299.0
74.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,13109.0
75.0,376.0,1193.0,376.0,1219.0,24863.0,26432.0,26458.0,26432.0,26458.0,18251.0
76.0,544.0,226.0,544.0,301.0,20371.0,21141.0,21216.0,21141.0,21216.0,28216.0
77.0,672.0,1340.0,922.0,1423.0,2552.0,4564.0,4647.0,4814.0,4897.0,4181.0
78.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32286.0
79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32558.0
80.0,723.0,148.0,724.0,148.0,25709.0,26580.0,26580.0,26581.0,26581.0,34261.0
81.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,42216.0
82.0,1003.0,1121.0,1972.0,1139.0,35221.0,37345.0,37363.0,38314.0,38332.0,20966.0
83.0,1127.0,127.0,1127.0,336.0,7736.0,8990.0,9199.0,8990.0,9199.0,9723.0
84.0,432.0,359.0,432.0,373.0,11511.0,12302.0,12316.0,12302.0,12316.0,11748.0
85.0,1143.0,908.0,1403.0,3191.0,15155.0,17206.0,19489.0,17466.0,19749.0,10542.0
86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9393.0
87.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3411.0
88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5468.0
89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11788.0
90.0,2030.0,408.0,2030.0,408.0,54336.0,56774.0,56774.0,56774.0,56774.0,33099.0
91.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7581.0
92.0,392.0,1059.0,392.0,1466.0,16323.0,17774.0,18181.0,17774.0,18181.0,14774.0
93.0,674.0,171.0,833.0,296.0,7755.0,8600.0,8725.0,8759.0,8884.0,8742.0
94.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6699.0
95.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15146.0
96.0,345.0,1752.0,369.0,1764.0,10828.0,12925.0,12937.0,12949.0,12961.0,14004.0
97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11702.0
98.0,1790.0,820.0,1972.0,1080.0,27580.0,30190.0,30450.0,30372.0,30632.0,27402.0
99.0,717.0,1659.0,717.0,1653.0,13590.0,15966.0,15960.0,15966.0,15960.0,13843.0
100.0,538.0,1415.0,535.0,1415.0,19589.0,21542.0,21542.0,21539.0,21539.0,13183.0
101.0,1035.0,93.0,3106.0,93.0,32739.0,33867.0,33867.0,35938.0,35938.0,20277.0
102.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29341.0
103.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,22316.0
104.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,37386.0
105.0,360.0,587.0,360.0,722.0,26222.0,27169.0,27304.0,27169.0,27304.0,24760.0
106.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4762.0
107.0,279.0,1903.0,828.0,2044.0,11776.0,13958.0,14099.0,14507.0,14648.0,13232.0
108.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,16375.0
109.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,699.0
110.0,1267.0,262.0,3916.0,262.0,32240.0,33769.0,33769.0,36418.0,36418.0,30584.0
111.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3227.0
112.0,2796.0,864.0,3016.0,864.0,76293.0,79953.0,79953.0,80173.0,80173.0,39508.0
113.0,390.0,346.0,390.0,346.0,1512.0,2248.0,2248.0,2248.0,2248.0,1710.0
114.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,18275.0
115.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,30353.0
116.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24073.0
117.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29606.0
118.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,34848.0
119.0,1418.0,1746.0,4067.0,2839.0,18797.0,21961.0,23054.0,24610.0,25703.0,17838.0
120.0,155.0,433.0,155.0,748.0,16184.0,16772.0,17087.0,16772.0,17087.0,17233.0
121.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25704.0
122.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,13494.0
123.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,32621.0
124.0,492.0,438.0,492.0,1731.0,10800.0,11730.0,13023.0,11730.0,13023.0,4804.0
125.0,315.0,383.0,316.0,415.0,15478.0,16176.0,16208.0,16177.0,16209.0,17197.0
126.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3212.0
127.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29187.0
128.0,394.0,265.0,390.0,441.0,18834.0,19493.0,19669.0,19489.0,19665.0,15927.0
129.0,766.0,240.0,841.0,240.0,10735.0,11741.0,11741.0,11816.0,11816.0,7794.0
130.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,37471.0
131.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17463.0
132.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,44517.0
133.0,479.0,1233.0,479.0,2733.0,25535.0,27247.0,28747.0,27247.0,28747.0,26312.0
134.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7495.0
135.0,341.0,592.0,341.0,891.0,13893.0,14826.0,15125.0,14826.0,15125.0,17632.0
136.0,1042.0,521.0,1424.0,521.0,5448.0,7011.0,7011.0,7393.0,7393.0,5862.0
137.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19416.0
138.0,1547.0,1300.0,1547.0,1615.0,86079.0,88926.0,89241.0,88926.0,89241.0,22190.0
