OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,203.0,390.0,49.0,199.0,4011.0,4604.0,4413.0,4450.0,4259.0,1865.0
1.0,365.0,158.0,91.0,195.0,1740.0,2263.0,2300.0,1989.0,2026.0,1095.0
2.0,142.0,215.0,99.0,201.0,2406.0,2763.0,2749.0,2720.0,2706.0,851.0
3.0,51.0,927.0,141.0,143.0,454.0,1432.0,648.0,1522.0,738.0,432.0
4.0,71.0,156.0,28.0,23.0,1388.0,1615.0,1482.0,1572.0,1439.0,550.0
5.0,361.0,1305.0,97.0,258.0,4582.0,6248.0,5201.0,5984.0,4937.0,2265.0
6.0,182.0,863.0,63.0,162.0,4020.0,5065.0,4364.0,4946.0,4245.0,2098.0
7.0,160.0,695.0,108.0,137.0,443.0,1298.0,740.0,1246.0,688.0,560.0
8.0,1247.0,871.0,182.0,155.0,1957.0,4075.0,3359.0,3010.0,2294.0,1156.0
9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1003.0
10.0,179.0,118.0,132.0,45.0,9481.0,9778.0,9705.0,9731.0,9658.0,2256.0
11.0,168.0,984.0,72.0,217.0,1260.0,2412.0,1645.0,2316.0,1549.0,738.0
12.0,969.0,893.0,190.0,175.0,8979.0,10841.0,10123.0,10062.0,9344.0,2726.0
13.0,170.0,2167.0,62.0,319.0,6722.0,9059.0,7211.0,8951.0,7103.0,2331.0
14.0,330.0,370.0,81.0,101.0,3066.0,3766.0,3497.0,3517.0,3248.0,1221.0
15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,972.0
16.0,917.0,384.0,231.0,205.0,2940.0,4241.0,4062.0,3555.0,3376.0,2598.0
17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1607.0
18.0,176.0,335.0,56.0,83.0,2586.0,3097.0,2845.0,2977.0,2725.0,1239.0
19.0,266.0,825.0,77.0,251.0,9247.0,10338.0,9764.0,10149.0,9575.0,2401.0
20.0,501.0,1637.0,115.0,237.0,2128.0,4266.0,2866.0,3880.0,2480.0,1048.0
21.0,619.0,240.0,177.0,138.0,3118.0,3977.0,3875.0,3535.0,3433.0,814.0
22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2985.0
23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1986.0
24.0,167.0,335.0,90.0,92.0,4441.0,4943.0,4700.0,4866.0,4623.0,1753.0
25.0,735.0,1254.0,113.0,164.0,3697.0,5686.0,4596.0,5064.0,3974.0,2117.0
26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,338.0
27.0,102.0,421.0,42.0,243.0,789.0,1312.0,1134.0,1252.0,1074.0,682.0
28.0,1279.0,284.0,220.0,78.0,6930.0,8493.0,8287.0,7434.0,7228.0,1885.0
29.0,518.0,181.0,198.0,66.0,4260.0,4959.0,4844.0,4639.0,4524.0,1860.0
30.0,1472.0,101.0,184.0,35.0,3181.0,4754.0,4688.0,3466.0,3400.0,2096.0
31.0,63.0,573.0,39.0,235.0,1618.0,2254.0,1916.0,2230.0,1892.0,728.0
32.0,83.0,999.0,34.0,319.0,2207.0,3289.0,2609.0,3240.0,2560.0,669.0
33.0,238.0,1244.0,87.0,245.0,2534.0,4016.0,3017.0,3865.0,2866.0,1394.0
34.0,288.0,191.0,103.0,85.0,1696.0,2175.0,2069.0,1990.0,1884.0,1308.0
35.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1316.0
36.0,60.0,171.0,27.0,88.0,4455.0,4686.0,4603.0,4653.0,4570.0,1540.0
37.0,849.0,91.0,215.0,23.0,3500.0,4440.0,4372.0,3806.0,3738.0,1975.0
38.0,427.0,420.0,176.0,360.0,2.0,849.0,789.0,598.0,538.0,517.0
