OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,349.0,405.0,73.0,154.0,5952.0,6706.0,6455.0,6430.0,6179.0,1479.0
1.0,524.0,117.0,123.0,9.0,4196.0,4837.0,4729.0,4436.0,4328.0,675.0
2.0,1283.0,1477.0,175.0,229.0,5656.0,8416.0,7168.0,7308.0,6060.0,1461.0
3.0,447.0,840.0,134.0,102.0,5272.0,6559.0,5821.0,6246.0,5508.0,1098.0
4.0,286.0,609.0,53.0,255.0,4520.0,5415.0,5061.0,5182.0,4828.0,1650.0
5.0,188.0,85.0,57.0,44.0,4805.0,5078.0,5037.0,4947.0,4906.0,1133.0
6.0,853.0,887.0,184.0,138.0,2076.0,3816.0,3067.0,3147.0,2398.0,802.0
7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,667.0
8.0,190.0,276.0,33.0,132.0,7100.0,7566.0,7422.0,7409.0,7265.0,1439.0
9.0,134.0,745.0,15.0,137.0,1124.0,2003.0,1395.0,1884.0,1276.0,520.0
10.0,254.0,276.0,202.0,132.0,8946.0,9476.0,9332.0,9424.0,9280.0,1422.0
11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1130.0
12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1737.0
13.0,746.0,357.0,161.0,124.0,3159.0,4262.0,4029.0,3677.0,3444.0,1104.0
14.0,342.0,1603.0,136.0,269.0,3252.0,5197.0,3863.0,4991.0,3657.0,981.0
15.0,75.0,234.0,46.0,43.0,1444.0,1753.0,1562.0,1724.0,1533.0,475.0
16.0,393.0,383.0,83.0,141.0,3553.0,4329.0,4087.0,4019.0,3777.0,661.0
17.0,314.0,1477.0,78.0,293.0,5854.0,7645.0,6461.0,7409.0,6225.0,1419.0
18.0,782.0,157.0,160.0,46.0,3644.0,4583.0,4472.0,3961.0,3850.0,1067.0
19.0,213.0,634.0,39.0,202.0,2840.0,3687.0,3255.0,3513.0,3081.0,942.0
20.0,568.0,1634.0,153.0,280.0,3928.0,6130.0,4776.0,5715.0,4361.0,823.0
21.0,1243.0,187.0,209.0,50.0,1164.0,2594.0,2457.0,1560.0,1423.0,453.0
22.0,716.0,488.0,130.0,184.0,2107.0,3311.0,3007.0,2725.0,2421.0,762.0
23.0,308.0,34.0,90.0,4.0,1491.0,1833.0,1803.0,1615.0,1585.0,566.0
24.0,177.0,377.0,46.0,98.0,6282.0,6836.0,6557.0,6705.0,6426.0,1253.0
25.0,201.0,716.0,49.0,160.0,3485.0,4402.0,3846.0,4250.0,3694.0,1727.0
26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1294.0
27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1165.0
28.0,225.0,1057.0,79.0,237.0,1286.0,2568.0,1748.0,2422.0,1602.0,535.0
29.0,975.0,248.0,181.0,131.0,2901.0,4124.0,4007.0,3330.0,3213.0,694.0
30.0,237.0,631.0,98.0,185.0,1431.0,2299.0,1853.0,2160.0,1714.0,783.0
31.0,530.0,766.0,114.0,119.0,912.0,2208.0,1561.0,1792.0,1145.0,786.0
32.0,1671.0,312.0,245.0,54.0,8493.0,10476.0,10218.0,9050.0,8792.0,828.0
33.0,820.0,383.0,150.0,209.0,2445.0,3648.0,3474.0,2978.0,2804.0,1319.0
34.0,1423.0,380.0,210.0,145.0,1679.0,3482.0,3247.0,2269.0,2034.0,922.0
35.0,322.0,198.0,54.0,131.0,4660.0,5180.0,5113.0,4912.0,4845.0,1790.0
36.0,622.0,545.0,106.0,255.0,6531.0,7698.0,7408.0,7182.0,6892.0,1903.0
37.0,337.0,373.0,73.0,164.0,3113.0,3823.0,3614.0,3559.0,3350.0,1082.0
38.0,694.0,17.0,272.0,49.0,1290.0,2001.0,2033.0,1579.0,1611.0,877.0
39.0,1372.0,673.0,312.0,311.0,2713.0,4758.0,4396.0,3698.0,3336.0,1027.0
40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,471.0
41.0,776.0,450.0,120.0,242.0,3799.0,5025.0,4817.0,4369.0,4161.0,1766.0
42.0,945.0,820.0,159.0,121.0,4537.0,6302.0,5603.0,5516.0,4817.0,1097.0
43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1521.0
44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,321.0
45.0,352.0,1290.0,94.0,363.0,7771.0,9413.0,8486.0,9155.0,8228.0,2031.0
46.0,1200.0,257.0,223.0,94.0,3971.0,5428.0,5265.0,4451.0,4288.0,782.0
47.0,361.0,303.0,108.0,141.0,6585.0,7249.0,7087.0,6996.0,6834.0,1357.0
