OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1272.0
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022.0
2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2263.0
3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1111.0
4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3480.0
5.0,275.0,1275.0,149.0,292.0,4695.0,6245.0,5262.0,6119.0,5136.0,1140.0
6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,990.0
7.0,145.0,209.0,43.0,49.0,3161.0,3515.0,3355.0,3413.0,3253.0,888.0
8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1142.0
9.0,196.0,373.0,119.0,128.0,6835.0,7404.0,7159.0,7327.0,7082.0,1764.0
10.0,624.0,213.0,158.0,133.0,2437.0,3274.0,3194.0,2808.0,2728.0,814.0
11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1902.0
12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2145.0
13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1990.0
14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,890.0
15.0,879.0,1090.0,210.0,235.0,2085.0,4054.0,3199.0,3385.0,2530.0,793.0
16.0,285.0,402.0,121.0,284.0,2401.0,3088.0,2970.0,2924.0,2806.0,869.0
17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1650.0
18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,992.0
19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1304.0
20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2186.0
21.0,441.0,88.0,121.0,13.0,2960.0,3489.0,3414.0,3169.0,3094.0,677.0
22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3234.0
23.0,194.0,113.0,48.0,287.0,2622.0,2929.0,3103.0,2783.0,2957.0,545.0
24.0,523.0,836.0,271.0,144.0,2322.0,3681.0,2989.0,3429.0,2737.0,857.0
25.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2009.0
26.0,1145.0,710.0,305.0,263.0,2321.0,4176.0,3729.0,3336.0,2889.0,1028.0
27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1508.0
28.0,234.0,416.0,125.0,167.0,3923.0,4573.0,4324.0,4464.0,4215.0,1535.0
29.0,224.0,109.0,83.0,38.0,1538.0,1871.0,1800.0,1730.0,1659.0,728.0
30.0,434.0,1170.0,158.0,319.0,840.0,2444.0,1593.0,2168.0,1317.0,796.0
31.0,1028.0,47.0,269.0,11.0,900.0,1975.0,1939.0,1216.0,1180.0,427.0
32.0,503.0,887.0,361.0,269.0,4593.0,5983.0,5365.0,5841.0,5223.0,1029.0
33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1374.0
34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1576.0
35.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1901.0
36.0,1026.0,665.0,212.0,159.0,2713.0,4404.0,3898.0,3590.0,3084.0,830.0
37.0,293.0,304.0,85.0,45.0,2297.0,2894.0,2635.0,2686.0,2427.0,863.0
38.0,336.0,152.0,222.0,116.0,2171.0,2659.0,2623.0,2545.0,2509.0,905.0
39.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1148.0
40.0,750.0,326.0,111.0,133.0,4844.0,5920.0,5727.0,5281.0,5088.0,1497.0
41.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2698.0
42.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1422.0
43.0,272.0,607.0,90.0,136.0,552.0,1431.0,960.0,1249.0,778.0,677.0
44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2428.0
45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1952.0
46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1671.0
47.0,517.0,354.0,147.0,205.0,2918.0,3789.0,3640.0,3419.0,3270.0,937.0
48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1889.0
49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1935.0
50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1814.0
51.0,338.0,373.0,192.0,167.0,1740.0,2451.0,2245.0,2305.0,2099.0,780.0
52.0,24.0,468.0,3.0,153.0,581.0,1073.0,758.0,1052.0,737.0,596.0
53.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1697.0
54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2205.0
55.0,1324.0,816.0,343.0,177.0,1954.0,4094.0,3455.0,3113.0,2474.0,1407.0
56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2340.0
57.0,1172.0,956.0,217.0,224.0,3681.0,5809.0,5077.0,4854.0,4122.0,1710.0
58.0,403.0,211.0,62.0,49.0,4988.0,5602.0,5440.0,5261.0,5099.0,1477.0
59.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1573.0
60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1790.0
61.0,914.0,782.0,206.0,270.0,2399.0,4095.0,3583.0,3387.0,2875.0,1290.0
62.0,120.0,338.0,103.0,127.0,1669.0,2127.0,1916.0,2110.0,1899.0,850.0
63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,631.0
64.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1328.0
65.0,138.0,175.0,62.0,42.0,2454.0,2767.0,2634.0,2691.0,2558.0,1360.0
66.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1413.0
67.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2215.0
68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2000.0
69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1195.0
70.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1160.0
71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1646.0
