OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,178.0
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1601.0
2.0,161.0,1032.0,116.0,289.0,1501.0,2694.0,1951.0,2649.0,1906.0,1126.0
3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1937.0
4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1678.0
5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,151.0
6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1689.0
7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1264.0
8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1802.0
9.0,148.0,361.0,54.0,75.0,512.0,1021.0,735.0,927.0,641.0,404.0
10.0,341.0,479.0,76.0,120.0,2404.0,3224.0,2865.0,2959.0,2600.0,1155.0
11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2518.0
12.0,327.0,264.0,44.0,73.0,608.0,1199.0,1008.0,916.0,725.0,557.0
13.0,691.0,1540.0,139.0,291.0,11042.0,13273.0,12024.0,12721.0,11472.0,1694.0
14.0,301.0,496.0,61.0,194.0,5041.0,5838.0,5536.0,5598.0,5296.0,2102.0
15.0,1309.0,118.0,188.0,27.0,5243.0,6670.0,6579.0,5549.0,5458.0,1556.0
16.0,389.0,813.0,53.0,148.0,3545.0,4747.0,4082.0,4411.0,3746.0,1242.0
17.0,842.0,639.0,167.0,117.0,4398.0,5879.0,5357.0,5204.0,4682.0,1106.0
18.0,209.0,193.0,57.0,69.0,3605.0,4007.0,3883.0,3855.0,3731.0,930.0
19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,657.0
20.0,235.0,765.0,102.0,310.0,5974.0,6974.0,6519.0,6841.0,6386.0,1648.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1244.0
22.0,541.0,934.0,113.0,232.0,191.0,1666.0,964.0,1238.0,536.0,398.0
23.0,406.0,519.0,76.0,210.0,2767.0,3692.0,3383.0,3362.0,3053.0,1484.0
24.0,447.0,218.0,102.0,179.0,1041.0,1706.0,1667.0,1361.0,1322.0,766.0
25.0,392.0,509.0,132.0,148.0,3017.0,3918.0,3557.0,3658.0,3297.0,1292.0
26.0,309.0,54.0,50.0,15.0,2407.0,2770.0,2731.0,2511.0,2472.0,1260.0
27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1661.0
28.0,215.0,340.0,37.0,82.0,4439.0,4994.0,4736.0,4816.0,4558.0,1648.0
29.0,294.0,153.0,91.0,199.0,1397.0,1844.0,1890.0,1641.0,1687.0,758.0
30.0,483.0,551.0,151.0,78.0,6001.0,7035.0,6562.0,6703.0,6230.0,1486.0
31.0,702.0,1001.0,188.0,236.0,1787.0,3490.0,2725.0,2976.0,2211.0,891.0
32.0,110.0,584.0,61.0,132.0,1502.0,2196.0,1744.0,2147.0,1695.0,1018.0
33.0,448.0,168.0,104.0,54.0,1963.0,2579.0,2465.0,2235.0,2121.0,710.0
