OD_Pair,FM_Walk,LM_Walk,FM Drive,LM Drive,Transit,M1,M2,M3,M4,M5
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,959.0
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,301.0
2.0,666.0,396.0,164.0,83.0,2199.0,3261.0,2948.0,2759.0,2446.0,747.0
3.0,771.0,176.0,224.0,49.0,2249.0,3196.0,3069.0,2649.0,2522.0,485.0
4.0,125.0,1180.0,64.0,165.0,2753.0,4058.0,3043.0,3997.0,2982.0,1203.0
5.0,178.0,636.0,51.0,171.0,4194.0,5008.0,4543.0,4881.0,4416.0,1480.0
6.0,1069.0,528.0,274.0,131.0,632.0,2229.0,1832.0,1434.0,1037.0,754.0
7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,414.0
8.0,1557.0,1523.0,286.0,175.0,5404.0,8484.0,7136.0,7213.0,5865.0,1292.0
9.0,298.0,1179.0,45.0,201.0,1778.0,3255.0,2277.0,3002.0,2024.0,464.0
10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,505.0
11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,530.0
12.0,685.0,1504.0,193.0,329.0,9809.0,11998.0,10823.0,11506.0,10331.0,678.0
13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,917.0
14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,372.0
15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,568.0
16.0,322.0,798.0,104.0,179.0,2707.0,3827.0,3208.0,3609.0,2990.0,941.0
17.0,745.0,1510.0,161.0,205.0,4561.0,6816.0,5511.0,6232.0,4927.0,1171.0
18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,872.0
19.0,743.0,877.0,151.0,200.0,4515.0,6135.0,5458.0,5543.0,4866.0,1583.0
20.0,246.0,1231.0,75.0,230.0,247.0,1724.0,723.0,1553.0,552.0,405.0
21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,885.0
22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,816.0
23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,825.0
24.0,127.0,719.0,18.0,236.0,304.0,1150.0,667.0,1041.0,558.0,420.0
25.0,179.0,111.0,35.0,26.0,2425.0,2715.0,2630.0,2571.0,2486.0,460.0
26.0,85.0,442.0,12.0,312.0,2962.0,3489.0,3359.0,3416.0,3286.0,545.0
27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,454.0
28.0,393.0,480.0,102.0,127.0,840.0,1713.0,1360.0,1422.0,1069.0,596.0
29.0,553.0,793.0,124.0,242.0,1853.0,3199.0,2648.0,2770.0,2219.0,790.0
30.0,419.0,514.0,117.0,267.0,3418.0,4351.0,4104.0,4049.0,3802.0,1020.0
31.0,2179.0,535.0,397.0,61.0,5822.0,8536.0,8062.0,6754.0,6280.0,1593.0
32.0,1106.0,153.0,140.0,41.0,685.0,1944.0,1832.0,978.0,866.0,505.0
33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,397.0
34.0,1176.0,167.0,194.0,102.0,1925.0,3268.0,3203.0,2286.0,2221.0,861.0
35.0,382.0,180.0,71.0,50.0,3840.0,4402.0,4272.0,4091.0,3961.0,1282.0
36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1632.0
37.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1435.0
38.0,302.0,155.0,133.0,24.0,3680.0,4137.0,4006.0,3968.0,3837.0,1148.0
39.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1081.0
40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,88.0
41.0,300.0,718.0,35.0,104.0,3429.0,4447.0,3833.0,4182.0,3568.0,408.0
42.0,447.0,718.0,88.0,104.0,3652.0,4817.0,4203.0,4458.0,3844.0,1069.0
43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,267.0
44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1772.0
45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,405.0
46.0,948.0,148.0,194.0,100.0,1936.0,3032.0,2984.0,2278.0,2230.0,1510.0
47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1541.0
48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,319.0
49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1302.0
50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1006.0
51.0,668.0,798.0,130.0,180.0,1489.0,2955.0,2337.0,2417.0,1799.0,707.0
52.0,1338.0,1505.0,174.0,265.0,1703.0,4546.0,3306.0,3382.0,2142.0,483.0
53.0,541.0,476.0,84.0,163.0,3306.0,4323.0,4010.0,3866.0,3553.0,649.0
54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1429.0
55.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1320.0
56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,422.0
57.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1583.0
58.0,419.0,128.0,105.0,47.0,2131.0,2678.0,2597.0,2364.0,2283.0,548.0
59.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,301.0
60.0,70.0,2988.0,124.0,387.0,5206.0,8264.0,5663.0,8318.0,5717.0,1231.0
61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1120.0
62.0,459.0,146.0,85.0,31.0,244.0,849.0,734.0,475.0,360.0,299.0
63.0,1296.0,1655.0,170.0,223.0,7812.0,10763.0,9331.0,9637.0,8205.0,1185.0
